index,title,id,movie,release_year,age_certification,runtime,genres,production_countries,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
2341,Adam Sandler: 100% Fresh,tm437608,MOVIE,2018,R,73,"[''comedy'', ''music'']",['US'],tt9036126,7.5,5096,10.176,7.3
2343,An Imperfect Murder,tm336712,MOVIE,2017,R,71,"[''crime'', ''drama'', ''thriller'']",['US'],tt6469960,3.1,1594,7.251,4.4
2344,Mike Birbiglia: Thank God for Jokes,tm307950,MOVIE,2017,,71,['comedy'],['US'],tt6608034,7.4,2465,4.404,7.4
2345,Sky Ladder: The Art of Cai Guo-Qiang,tm236659,MOVIE,2017,,80,['documentation'],['US'],tt5278930,7.3,1436,5.166,7
2346,Gnome Alone,tm327540,MOVIE,2017,PG,85,"[''fantasy'', ''family'', ''drama'', ''comedy'', ''thriller'', ''music'', ''animation'']","[''US'', ''CA'', ''GB'']",tt5851786,5.6,3410,19.913,6.2
2352,Neal Brennan: 3 Mics,tm293867,MOVIE,2017,,65,"[''comedy'', ''documentation'']",['US'],tt6438918,7.8,3228,3.807,7.3
2353,Sandy Wexler,tm266685,MOVIE,2017,,130,['comedy'],['US'],tt5893332,5.2,16603,14.548,5.5
2354,WHAT DID JACK DO?,tm839847,MOVIE,2017,,17,['comedy'],['US'],,,,6.823,6.4
2355,The Week Of,tm370392,MOVIE,2018,PG-13,116,['comedy'],['US'],tt6821012,5.2,21481,15.364,5.4
2356,Naked,tm285298,MOVIE,2017,,96,"[''comedy'', ''fantasy'', ''romance'']",['US'],tt6048930,5.4,19366,24.805,5.7
2358,The Bleeding Edge,tm404475,MOVIE,2018,,100,['documentation'],['US'],tt8106576,7.6,2671,11.687,6.7
2361,Taylor Swift: Reputation Stadium Tour,tm448122,MOVIE,2018,PG-13,125,"[''documentation'', ''music'']",['US'],tt9426852,8.3,5293,11.864,8.2
2363,John Leguizamo's Latin History for Morons,tm440415,MOVIE,2018,PG,89,"[''comedy'', ''documentation'']",['US'],tt9777830,7.4,738,5.255,7.4
2367,Charming,tm233485,MOVIE,2018,,90,"[''fantasy'', ''animation'', ''comedy'', ''family'']",['US'],tt4086018,5.6,3467,13.039,6.5
2376,The Polka King,tm326723,MOVIE,2017,,95,"[''comedy'', ''drama'', ''music'']",['US'],tt5539052,5.9,10428,11.394,5.5
2378,The Legacy of a Whitetail Deer Hunter,tm238377,MOVIE,2018,,83,"[''comedy'', ''drama'']",['US'],tt4762824,5.5,3909,7.024,5
2379,Come Sunday,tm366820,MOVIE,2018,,106,['drama'],['US'],tt1690967,6,2287,8.424,5.8
2381,The Death and Life of Marsha P. Johnson,tm313988,MOVIE,2017,,105,['documentation'],['US'],tt5233558,7.2,2881,7.371,7.3
2383,Monster High: Electrified,tm312767,MOVIE,2017,PG,72,"[''animation'', ''fantasy'']",['US'],tt9408950,5.5,300,18.103,7.2
2386,Fred Armisen: Standup for Drummers,tm370628,MOVIE,2018,,65,"[''music'', ''comedy'']",['US'],tt7924798,5.8,1276,4.789,6.2
2392,S.W.A.T.: Under Siege,tm327622,MOVIE,2017,R,89,"[''thriller'', ''crime'', ''action'']",['US'],tt6014472,4.5,3524,36.599,5.8
2394,Generation Iron 3,tm443186,MOVIE,2018,,75,['documentation'],['US'],tt8178958,6.2,3333,5.547,6.7
2398,Whose Streets?,tm313293,MOVIE,2017,R,90,['documentation'],['US'],tt6185288,5.5,1337,3.573,5.8
2399,One of Us,tm349138,MOVIE,2017,,95,['documentation'],['US'],tt7214842,7,6482,9.06,7
2400,The Rachel Divide,tm376801,MOVIE,2018,,104,['documentation'],['US'],tt8106570,6.3,2512,5.704,6.2
2402,Brian Regan: Nunchucks and Flamethrowers,tm358242,MOVIE,2017,,61,"[''comedy'', ''documentation'']",['US'],tt7679532,6.3,679,4.316,6
2404,Alex Strangelove,tm409618,MOVIE,2018,R,99,"[''drama'', ''comedy'', ''romance'']",['US'],tt5688996,6.3,17305,13.149,6.6
2405,Lowriders,tm244274,MOVIE,2017,PG-13,99,"[''drama'', ''crime'']",['US'],tt1366338,5.6,2519,11.461,6.7
2407,End Game,tm376840,MOVIE,2018,,40,['documentation'],['US'],,,,6.215,7.2
2408,Chris Rock: Tamborine,tm372891,MOVIE,2018,,64,"[''comedy'', ''documentation'']",['US'],tt8005338,6.6,6816,7.142,6.5
2412,Justice,tm318641,MOVIE,2017,R,92,"[''western'', ''drama'', ''action'', ''european'']",['US'],tt5143890,4,1208,5.465,5.8
2414,NY Prison Break: The Seduction of Joyce Mitchell,tm314829,MOVIE,2017,,84,"[''crime'', ''drama'']",['US'],tt6710568,5.6,322,3.785,5.8
2415,Tom Segura: Disgraceful,tm366973,MOVIE,2018,PG-13,74,"[''comedy'', ''documentation'']",['US'],tt7379330,7.5,3695,2.908,7
2417,Sierra Burgess Is a Loser,tm420797,MOVIE,2018,PG-13,105,"[''drama'', ''romance'', ''comedy'']",['US'],tt3120280,5.8,38319,10.057,6.4
2421,Christmas Inheritance,tm359714,MOVIE,2017,,105,"[''romance'', ''comedy'', ''drama'']",['US'],tt7608534,5.7,11693,18.065,6.4
2422,Jo Koy: Live from Seattle,tm314705,MOVIE,2017,,63,['comedy'],['US'],tt6720442,7.1,1322,3.559,7
2423,Puss in Book: Trapped in an Epic Tale,tm325102,MOVIE,2017,G,23,['fantasy'],['US'],,,,20.552,6.5
2428,Christmas in the Heartland,tm363787,MOVIE,2017,,90,['family'],['US'],tt3396114,5.9,1414,5.892,6.3
2431,A Christmas Prince,tm355724,MOVIE,2017,PG,92,"[''romance'', ''comedy'', ''family'']",['US'],tt7608418,5.7,19456,11.202,6.6
2435,Father of the Year,tm420989,MOVIE,2018,,94,['comedy'],['US'],tt7256866,5.2,11281,11.325,5.4
2437,Killing Hasselhoff,tm348010,MOVIE,2017,R,79,['comedy'],['US'],tt2967226,4.4,2655,6.236,4.6
2438,Pottersville,tm357552,MOVIE,2017,,85,['comedy'],['US'],tt3672120,5.4,4674,8.332,5
2442,Derren Brown: Sacrifice,tm437631,MOVIE,2018,,49,"[''documentation'', ''reality'']",['US'],tt9077188,7.1,1786,7.887,7.4
2445,Happy Anniversary,tm404690,MOVIE,2018,,78,['comedy'],['US'],tt6423886,5.7,4219,13.649,5.8
2446,Maria Bamford: Old Baby,tm320249,MOVIE,2017,,64,"[''comedy'', ''documentation'']",['US'],tt6264596,6.1,945,3.717,5.4
2460,The B-Side: Elsa Dorfman's Portrait Photography,tm270490,MOVIE,2017,R,76,['documentation'],['US'],tt5952468,6.7,743,4.303,6.8
2461,A Very Country Christmas,tm358949,MOVIE,2017,G,83,"[''romance'', ''drama'', ''family'', ''comedy'']","[''CA'', ''US'']",tt7001906,6,1622,5.089,6.5
2466,Bert Kreischer: Secret Time,tm429377,MOVIE,2018,,57,"[''comedy'', ''documentation'']",['US'],tt8786466,7.3,2307,3.406,7.3
2468,Show Dogs,tm330869,MOVIE,2018,PG,90,"[''comedy'', ''crime'', ''family'']","[''GB'', ''US'']",tt5691024,3.9,4653,9.606,6
2469,Escape from Mr. Lemoncello's Library,tm350607,MOVIE,2017,G,69,"[''fantasy'', ''family'']","[''CA'', ''US'']",tt5878476,5.4,440,13.259,5.9
2472,Amateur,tm407295,MOVIE,2018,R,96,"[''drama'', ''sport'']",['US'],tt5580392,5.9,4303,11.572,6.5
2479,All I Wish,tm344173,MOVIE,2018,G,94,"[''comedy'', ''drama'', ''romance'']",['US'],tt1492705,5.2,1564,7.403,5.8
2482,"Ram Dass, Going Home",tm362180,MOVIE,2017,PG-13,31,['documentation'],['US'],,,,4.965,5.5
2483,The Clapper,tm294581,MOVIE,2018,R,89,"[''comedy'', ''drama'']",['US'],tt5461956,5.1,7425,8.617,4.9
2484,Chasing Coral,tm313120,MOVIE,2017,,93,['documentation'],['US'],tt6333054,8.1,5143,10.875,7.9
2492,Take Your Pills,tm374216,MOVIE,2018,,87,['documentation'],['US'],tt7983844,6.3,5048,13.958,6.6
2501,6 Balloons,tm371959,MOVIE,2018,,75,['drama'],['US'],tt6142496,5.9,4087,10.88,6.1
2502,#realityhigh,tm320206,MOVIE,2017,,99,"[''comedy'', ''drama'', ''romance'']",['US'],tt6119504,5.2,6283,17.721,6.4
2515,They'll Love Me When I'm Dead,tm425884,MOVIE,2018,,98,['documentation'],['US'],tt6893836,7.4,4953,7.99,7.3
2516,Nappily Ever After,tm429382,MOVIE,2018,NC-17,100,"[''comedy'', ''drama'', ''romance'']",['US'],tt0365545,6.4,9139,15.079,7.2
2518,Handsome: A Netflix Mystery Movie,tm313748,MOVIE,2017,,81,"[''comedy'', ''documentation'']",['US'],tt8836958,5.2,4465,9.533,5.3
2525,The Legend of Cocaine Island,tm463806,MOVIE,2018,,87,['documentation'],['US'],tt8106596,6.3,3287,11.611,6.5
2535,Shepherds and Butchers,tm238587,MOVIE,2017,R,106,"[''drama'', ''crime'']","[''US'', ''DE'', ''ZA'']",tt4627352,6.8,3460,8.502,6.4
2536,The Most Unknown,tm410748,MOVIE,2018,,92,['documentation'],['US'],tt8126390,6.6,2067,5.378,6.5
2538,LEGO Marvel Super Heroes: Guardians of the Galaxy - The Thanos Threat,tm376015,MOVIE,2017,,21,"[''animation'', ''fantasy'', ''scifi'', ''action'', ''comedy'']",['US'],tt7387224,5.9,444,12.929,7.1
2540,"Ron White: If You Quit Listening, I''ll Shut Up",tm434727,MOVIE,2018,,63,['comedy'],['US'],tt9060534,6.5,827,2.626,6.3
2544,Demetri Martin: The Overthinker,tm426202,MOVIE,2018,,56,['comedy'],['US'],tt7725144,7.2,1697,4.156,7
2545,Katt Williams: Great America,tm367008,MOVIE,2018,,60,['comedy'],['US'],tt8536972,6.2,940,3.422,5.4
2548,El Camino Christmas,tm359713,MOVIE,2017,,97,"[''crime'', ''comedy'', ''western'']",['US'],tt3255590,5.7,8519,7.955,5.6
2550,Patton Oswalt: Annihilation,tm353046,MOVIE,2017,,66,"[''comedy'', ''documentation'']",['US'],tt7026230,7.2,2367,4.233,7.1
2553,Amy Schumer: The Leather Special,tm311283,MOVIE,2017,,57,['comedy'],['US'],tt6616074,3,9753,7.927,4.1
2559,The American Meme,tm411358,MOVIE,2018,,95,['documentation'],['US'],tt8106558,6.8,17034,6.288,5.9
2563,Family Blood,tm405901,MOVIE,2018,,92,"[''horror'', ''thriller'', ''drama'']",['US'],tt7895904,4.2,2934,11.041,4.6
2575,First Match,tm372305,MOVIE,2018,,102,"[''drama'', ''sport'']",['US'],tt6061074,6.4,2242,12.663,6.6
2576,Point Blank,tm515157,MOVIE,2017,NC-17,86,"[''action'', ''thriller'', ''crime'', ''drama'']",['US'],tt2499472,5.7,14184,16.224,6.1
2578,The Princess Switch,tm441198,MOVIE,2018,PG,101,"[''romance'', ''comedy'', ''drama'', ''family'']",['US'],tt8954732,6,27650,14.783,7
2579,Sanju,tm366590,MOVIE,2018,,161,"[''drama'', ''comedy'']","[''IN'', ''US'']",tt6452574,7.7,52227,8.906,7.4
2580,LEGO Marvel Super Heroes: Black Panther - Trouble in Wakanda,tm418039,MOVIE,2018,,22,"[''fantasy'', ''action'', ''comedy'', ''scifi'', ''animation'']",['US'],tt8205250,5.6,551,8.657,6.7
2583,Nigerian Prince,tm411288,MOVIE,2018,,104,"[''thriller'', ''crime'', ''drama'']","[''US'', ''NG'']",tt6851966,5.8,383,5.059,5.4
2584,Sun Dogs,tm244321,MOVIE,2017,,93,"[''drama'', ''fantasy'', ''comedy'']","[''MX'', ''US'']",tt5665452,6.2,2284,5.027,6.8
2597,Ronnie Coleman: The King,tm421776,MOVIE,2018,,93,['documentation'],['US'],tt7217214,7,3730,8.205,6.8
2598,Nobody Speak: Trials of the Free Press,tm314295,MOVIE,2017,,95,"[''documentation'', ''european'']","[''NL'', ''US'']",tt6333064,6.5,4092,7.95,6.1
2607,Little Boxes,tm242108,MOVIE,2017,,84,"[''drama'', ''comedy'']",['US'],tt5030402,5.9,1971,7.118,6.3
2610,Jerry Before Seinfeld,tm348568,MOVIE,2017,,62,"[''comedy'', ''documentation'']",['US'],tt7310906,7,5643,7.723,7
2611,"Norm Macdonald: Hitler''s Dog, Gossip & Trickery",tm320727,MOVIE,2017,,60,"[''comedy'', ''documentation'']",['US'],tt6887486,7.4,2868,4.028,6.9
2613,Mustang Island,tm365961,MOVIE,2017,,86,"[''comedy'', ''drama'']",['US'],tt6589292,6.2,522,3.289,6.2
2615,Edge of Fear,tm427143,MOVIE,2018,R,91,"[''thriller'', ''crime'', ''action'']",['US'],tt7149916,4.5,3124,14.161,4.7
2624,Step Sisters,tm280060,MOVIE,2018,PG-13,104,['comedy'],['US'],tt5267472,5.4,4460,12.158,6.5
2629,SPF-18,tm347850,MOVIE,2017,PG-13,75,"[''romance'', ''drama'', ''sport'']",['US'],tt7296862,3.2,5122,17.736,4.4
2633,ReMastered: Tricky Dick & The Man in Black,tm441060,MOVIE,2018,,58,"[''documentation'', ''music'']",['US'],tt9244438,7.1,1463,3.029,6.8
2634,Joe Rogan: Strange Times,tm434676,MOVIE,2018,,63,['comedy'],['US'],tt9017614,7.3,4300,4.202,7.2
2635,Alaska Is a Drag,tm346939,MOVIE,2017,,83,['drama'],['US'],tt4341390,6.5,386,2.535,7
2637,A Christmas Prince: The Royal Wedding,tm438995,MOVIE,2018,PG,101,"[''romance'', ''drama'']",['US'],tt8709036,5.3,10658,8.776,6.4
2641,Trevor Noah: Son of Patricia,tm440996,MOVIE,2018,R,63,['comedy'],['US'],tt9170648,7.3,3970,4.752,7.1
2643,Pup Star: Better 2Gether,tm348073,MOVIE,2017,G,90,['family'],['US'],tt6357074,4.4,234,3.719,6
2653,Saving Capitalism,tm355666,MOVIE,2017,,73,['documentation'],['US'],tt6185286,6.8,3157,6.514,6.6
2656,Ali Wong: Hard Knock Wife,tm409494,MOVIE,2018,,64,['comedy'],['US'],tt7410684,7.3,4874,6.463,7
2657,The Last Shaman,tm348392,MOVIE,2017,,83,"[''documentation'', ''drama'', ''family'', ''european'']","[''GB'', ''US'', ''IL'', ''IT'', ''PE'']",tt6080156,6.6,1865,5.506,6.9
2658,Feminists: What Were They Thinking?,tm375007,MOVIE,2018,,86,['documentation'],['US'],tt5419676,6.9,2196,11.455,7.9
2663,Barbra: The Music ... The Mem'ries ... The Magic!,tm357272,MOVIE,2017,,108,"[''documentation'', ''music'']",['US'],tt7588584,7.5,448,7.098,7.4
2667,Heroin(e),tm349752,MOVIE,2017,,39,['documentation'],['US'],,,,7.442,7.1
2671,Small Crimes,tm311898,MOVIE,2017,,95,"[''crime'', ''drama'', ''thriller'']","[''CA'', ''US'']",tt6158968,5.8,7948,11.022,5.4
2675,Craig Ferguson: Tickle Fight,tm361770,MOVIE,2017,,66,['comedy'],['US'],tt7193448,6.6,995,3.054,6.2
2679,Deidra & Laney Rob a Train,tm279585,MOVIE,2017,,92,"[''drama'', ''comedy'', ''crime'']",['US'],tt4144332,6,1887,8.911,5.6
2681,Candy Jar,tm411503,MOVIE,2018,PG-13,92,['comedy'],['US'],tt6744044,5.8,4950,12.039,6.2
2685,"Roxanne, Roxanne",tm327652,MOVIE,2017,,98,"[''drama'', ''music'']",['US'],tt5796838,6.2,3173,9.326,6.1
2691,ReMastered: Who Shot the Sheriff,tm437159,MOVIE,2018,,57,"[''documentation'', ''crime'', ''history'', ''music'']",['US'],tt9118620,6.9,1381,3.395,6.9
2693,What We Started,tm324278,MOVIE,2018,,70,"[''documentation'', ''music'']",['US'],tt6191876,7.1,2126,4.392,7.2
2694,Marc Maron: Too Real,tm348845,MOVIE,2017,,70,['comedy'],['US'],tt7335938,7.2,1916,4.172,6.8
2695,Christina P: Mother Inferior,tm353627,MOVIE,2017,,59,['comedy'],['US'],tt7057376,6.4,941,4.556,6.1
2700,Bill Burr: Walk Your Way Out,tm300447,MOVIE,2017,,77,"[''comedy'', ''documentation'']",['US'],tt6184894,7.2,7123,5.351,6.7
2702,Trevor Noah: Afraid of the Dark,tm306631,MOVIE,2017,PG-13,68,['comedy'],['US'],tt6562866,7.2,5121,5.055,7.1
2704,Period. End of Sentence.,tm414595,MOVIE,2018,,26,['documentation'],['US'],,,,6.085,8
2723,ReMastered: Who Killed Jam Master Jay?,tm447328,MOVIE,2018,,58,"[''music'', ''documentation'']",['US'],tt9399094,6.5,768,2.67,6.5
2724,Love Beats Rhymes,tm233345,MOVIE,2017,R,105,['drama'],['US'],tt4721022,5.4,1057,9.665,5.7
2725,Burning Sands,tm283322,MOVIE,2017,,105,"[''drama'', ''thriller'', ''action'']",['US'],tt6148014,6,2828,11.741,5.8
2726,Judd Apatow: The Return,tm358813,MOVIE,2017,,69,['comedy'],['US'],tt7741238,6.2,1321,5.146,6.2
2733,Iliza Shlesinger: Elder Millennial,tm423761,MOVIE,2018,,72,['comedy'],['US'],tt8697266,7.2,4033,5.896,7.2
2737,Being Napoleon,tm428597,MOVIE,2018,,88,['documentation'],['US'],tt8841814,5.5,124,2.389,6
2740,Paradox,tm370440,MOVIE,2018,,73,"[''western'', ''fantasy'', ''music'']",['US'],tt7949046,3.9,711,4.603,3.3
2743,Counterpunch,tm324806,MOVIE,2017,,91,['documentation'],['US'],tt7022034,6.7,903,15.712,6.7
2744,Weed the People,tm373873,MOVIE,2018,,98,['documentation'],['US'],tt7968976,7.3,332,3.849,8
2746,Rory Scovel Tries Stand-Up for the First Time,tm324588,MOVIE,2017,,66,"[''comedy'', ''documentation'']",['US'],tt7044010,6.7,821,1.917,7.4
2750,Milada,tm367264,MOVIE,2017,,130,"[''drama'', ''history'', ''european'']","[''CZ'', ''US'']",tt4554212,6.3,1302,8.714,6.9
2752,The Most Assassinated Woman in the World,tm351720,MOVIE,2018,,102,"[''thriller'', ''drama'', ''european'']","[''BE'', ''GB'', ''US'']",tt6186696,5.3,1076,6.741,5.3
2753,Jackie: A Tale of Two Sisters,tm324042,MOVIE,2017,,44,['documentation'],"[''GB'', ''US'']",,,,1.896,4.3
2759,"Michael Bolton''s Big, Sexy Valentine''s Day Special",tm279017,MOVIE,2017,,54,"[''comedy'', ''music'', ''romance'']",['US'],tt6343706,6.7,2102,6.613,6.6
2760,A Champion Heart,tm558730,MOVIE,2018,G,90,['family'],['US'],tt4738912,5.9,395,5.224,8.2
2785,Recovery Boys,tm413082,MOVIE,2018,,90,['documentation'],['US'],tt8167872,6.7,714,6.523,6.6
2788,Buddy Thunderstruck: The Maybe Pile,tm327219,MOVIE,2017,,13,['comedy'],['US'],,,,2.676,7.5
2790,Frat Star,tm316658,MOVIE,2017,,85,"[''drama'', ''comedy'']",['US'],tt5117484,3.6,659,4.985,4.9
2799,The Holiday Calendar,tm438994,MOVIE,2018,,95,"[''romance'', ''comedy'', ''drama'', ''fantasy'']",['US'],tt8262802,5.7,9985,9.382,6.7
2800,Cities of Last Things,tm428453,MOVIE,2018,,106,"[''crime'', ''drama'', ''scifi'']","[''TW'', ''US'', ''CN'', ''FR'']",tt4397342,6.2,1615,5.868,6.4
2804,Seeing Allred,tm363003,MOVIE,2018,,96,['documentation'],['US'],tt7689924,7.2,1338,6.668,6.9
2816,Coin Heist,tm275437,MOVIE,2017,PG,97,"[''crime'', ''thriller'', ''drama'', ''romance'']",['US'],tt5740806,4.8,2638,12.576,5.4
2823,The Mars Generation,tm320785,MOVIE,2017,,97,['documentation'],['US'],tt6333096,6.5,989,5.021,6.6
2833,Gad Elmaleh: American Dream,tm374226,MOVIE,2018,,57,['comedy'],['US'],tt8110630,7.2,1028,5.417,6.8
2834,Maz Jobrani: Immigrant,tm337040,MOVIE,2017,,67,"[''comedy'', ''documentation'']",['US'],tt7164714,6.7,840,3.08,6.2
2835,Love Jacked,tm446574,MOVIE,2018,PG-13,100,"[''comedy'', ''romance'']","[''CA'', ''ZA'', ''US'']",tt4329242,5.9,2142,8.818,6.1
2837,Michael Lost and Found,tm323907,MOVIE,2017,,19,['documentation'],"[''CA'', ''US'']",,,,1.991,5.8
2839,Resurface,tm348386,MOVIE,2017,,27,"[''documentation'', ''sport'', ''war'']",['US'],tt6081408,7.1,286,1.642,7.1
2842,Take the 10,tm285329,MOVIE,2017,,80,['comedy'],['US'],tt5792472,4.7,3130,9.312,5.2
2848,Liberated: The New Sexual Revolution,tm370430,MOVIE,2017,,84,['documentation'],"[''MX'', ''US'']",tt6768350,6,1502,5.251,6.6
2854,Kevin James: Never Don't Give Up,tm411257,MOVIE,2018,PG,62,['comedy'],['US'],tt8324578,6.1,1448,4.617,6.3
2861,Weapon of Choice,tm430057,MOVIE,2018,,90,"[''documentation'', ''european'']","[''AT'', ''IQ'', ''US'']",tt7683350,4.8,162,2.08,5.3
2864,D.L. Hughley: Contrarian,tm430496,MOVIE,2018,,58,['comedy'],['US'],tt8426270,6.6,606,2.164,5.2
2867,Zion,tm374656,MOVIE,2018,,10,"[''documentation'', ''drama'']",['US'],tt4315044,,,6.258,6.5
2880,Tiffany Haddish: She Ready! From the Hood to Hollywood!,tm326270,MOVIE,2017,,65,"[''comedy'', ''documentation'']",['US'],tt9238720,6.6,526,3.661,7.4
2882,Party Monster: Scratching the Surface,tm429567,MOVIE,2018,PG-13,33,['comedy'],['US'],,,,1.35,6.9
2885,Jen Kirkman: Just Keep Livin'?,tm285712,MOVIE,2017,,69,['comedy'],['US'],tt6386352,6.7,1281,3.985,6.6
2891,Cristela Alonzo: Lower Classy,tm299790,MOVIE,2017,,66,['comedy'],['US'],tt6555236,6.4,845,4.083,6.2
2900,Lucas Brothers: On Drugs,tm316744,MOVIE,2017,,49,['comedy'],['US'],tt6218048,5.5,830,2.609,5.1
2902,Loudon Wainwright III: Surviving Twin,tm443283,MOVIE,2018,,91,"[''music'', ''documentation'']",['US'],tt9203030,7.1,94,1.272,8
2909,Def Comedy Jam 25,tm351688,MOVIE,2017,,81,"[''comedy'', ''documentation'']",['US'],tt7427130,6.6,1096,3.101,6.1
2913,Jim Jefferies: This Is Me Now,tm421335,MOVIE,2018,,70,['comedy'],['US'],tt8617844,7.3,3984,5.57,6.8
2917,Stars in the Sky: A Hunting Story,tm461349,MOVIE,2018,,69,['documentation'],['US'],tt10078502,7.3,333,2.044,5.5
2918,Notes from Dunblane: Lessons from a School Shooting,tm435144,MOVIE,2018,,23,['documentation'],['US'],,,,3.85,6.1
2923,"Out of Many, One",tm443073,MOVIE,2018,,35,['documentation'],['US'],,,,1.32,5.8
2926,Judah Friedlander: America Is the Greatest Country in the United States,tm356666,MOVIE,2017,R,84,"[''comedy'', ''documentation'']",['US'],tt7582890,7.8,1436,4.414,7.4
2932,Todd Barry: Spicy Honey,tm362047,MOVIE,2017,,60,['comedy'],['US'],tt6856186,6.8,840,3.711,7.3
2933,Joshua: Teenager vs. Superpower,tm323300,MOVIE,2017,,78,['documentation'],['US'],tt6333072,7.2,1531,6.826,7.3
2937,Todo lo que sería Lucas Lauriente,tm408257,MOVIE,2018,,78,['comedy'],"[''AR'', ''US'']",tt7607452,6.9,108,1.366,7.5
2941,Hari Kondabolu: Warn Your Relatives,tm411856,MOVIE,2018,,67,['comedy'],['US'],tt8342748,6.5,837,2.215,5.9
2947,Jim Norton: Mouthful of Shame,tm311902,MOVIE,2017,,61,['comedy'],['US'],tt6664120,7,1324,4.476,6.9
2951,A StoryBots Christmas,tm361312,MOVIE,2017,,25,"[''fantasy'', ''comedy'', ''family'']",['US'],tt7018722,5.7,156,5.004,6.2
2961,Marlon Wayans: Woke-ish,tm375091,MOVIE,2018,,68,"[''comedy'', ''documentation'']",['US'],tt7655590,6.5,1390,5.269,6.4
2982,Spivak,tm414340,MOVIE,2018,,91,['comedy'],['US'],tt6342110,5.6,732,3.649,5.6
2983,For Here or to Go?,tm197806,MOVIE,2017,,105,"[''drama'', ''comedy'']",['US'],tt4157510,6.8,605,2.197,7
2986,Late Life: The Chien-Ming Wang Story,tm431169,MOVIE,2018,,97,"[''documentation'', ''sport'']","[''TW'', ''US'']",tt8234502,7.2,465,2.399,6.3
3004,Vir Das: Abroad Understanding,tm319127,MOVIE,2017,,65,['comedy'],"[''US'', ''IN'']",tt6822400,6.9,1697,3.13,6.9
3010,Joe Mande's Award-Winning Comedy Special,tm327636,MOVIE,2017,,66,"[''comedy'', ''documentation'']",['US'],tt7183876,6.1,498,2.915,6.3
3017,Super Monsters and the Wish Star,tm447263,MOVIE,2018,,27,['fantasy'],['US'],,,,2.821,6
3018,Ryan Hamilton: Happy Face,tm346398,MOVIE,2017,,56,"[''comedy'', ''documentation'']",['US'],tt6892378,7.3,921,2.828,7
3025,Jim Gaffigan: Cinco,tm286520,MOVIE,2017,,73,['comedy'],['US'],tt6090102,7.1,2381,4.898,7
3026,Free Rein: The Twelve Neighs of Christmas,tm447261,MOVIE,2018,,58,"[''comedy'', ''drama'', ''family'']",['US'],tt9315418,6.7,5633,8.311,6.9
3032,Brad Paisley's Comedy Rodeo,tm346390,MOVIE,2017,,63,['comedy'],['US'],tt6794448,5.7,151,2.044,6.5
3038,Puppy Star Christmas,tm444576,MOVIE,2018,PG,90,"[''family'', ''comedy'']",['US'],tt8861786,3.6,248,6.999,5.7
3039,Mo Amer: The Vagabond,tm434776,MOVIE,2018,,56,"[''comedy'', ''documentation'']",['US'],tt9060526,7.3,799,2.008,5.7
3046,Rodney King,tm319477,MOVIE,2017,,52,"[''crime'', ''comedy'', ''drama'', ''history'', ''documentation'']",['US'],tt6624312,5.8,601,2.444,5.2
3052,Pup Star: World Tour,tm413266,MOVIE,2018,G,87,"[''comedy'', ''family'']","[''CA'', ''JP'', ''US'']",tt7322864,3.8,207,5.884,5.7
3054,Chris D'Elia: Man on Fire,tm325610,MOVIE,2017,,65,"[''comedy'', ''documentation'']",['US'],tt7068896,6.5,1720,2.801,6.2
3057,DeRay Davis: How to Act Black,tm358239,MOVIE,2017,PG,66,['comedy'],['US'],tt7288084,6.1,427,3.191,6.1
3064,Jani Dueñas: Grandes fracasos de ayer y hoy,tm376709,MOVIE,2018,,77,['comedy'],"[''CL'', ''MX'', ''US'']",tt7607260,4.8,71,1.815,6
3068,Stretch Armstrong: The Breakout,tm404610,MOVIE,2018,,45,['animation'],['US'],,,,1.982,6
3096,Salam - The First ****** Nobel Laureate,tm478654,MOVIE,2018,,75,['documentation'],['US'],tt7904606,7.8,414,2.916,7.3
3097,Todd Glass: Act Happy,tm369079,MOVIE,2018,,62,['comedy'],['US'],tt7752142,5.1,366,2.867,5.7
3101,Enissa Amani: Ehrenwort,tm411528,MOVIE,2018,PG,65,"[''comedy'', ''european'']",['US'],tt8328418,5.5,194,2.274,5.6
3107,Lynne Koplitz: Hormonal Beast,tm346867,MOVIE,2017,,51,['comedy'],['US'],tt6892388,6.2,417,1.387,5.6
3132,Harith Iskander: I Told You So,tm368006,MOVIE,2018,,61,['comedy'],['US'],tt7902184,4.6,172,2.547,5.5
3139,King of Peking,tm325650,MOVIE,2017,,88,"[''comedy'', ''drama'']","[''US'', ''CN'', ''AU'']",tt6406976,6.4,364,2.237,6.2
3142,Beat Bugs: All Together Now,tm364525,MOVIE,2017,,50,['animation'],['US'],,,,3.844,5.6
3145,Vir Das: Losing It,tm447514,MOVIE,2018,PG-13,67,['comedy'],['US'],tt9315848,7,1238,3.413,7.7
3154,W. Kamau Bell: Private School Negro,tm421161,MOVIE,2018,,65,['comedy'],['US'],tt8467788,6.4,770,1.961,6.3
3168,Super Monsters Save Halloween,tm436704,MOVIE,2018,,24,"[''animation'', ''family'']",['US'],tt9085726,5.4,27,4.147,6.6
3169,Elf Pets: Santa's St. Bernards Save Christmas,tm441915,MOVIE,2018,G,26,"[''animation'', ''fantasy'']",['US'],tt9233904,5.3,95,1.17,2
3179,The Gentlemen,tm441050,MOVIE,2019,R,113,"[''comedy'', ''crime'', ''action'']","[''US'', ''GB'']",tt8367814,7.8,314049,67.663,7.7
